MF,CODIGO,DESCRIPCION,APLICACIÓN,PRECIO VENTA,CANTIDAD,NOTAS,TIPO REPUESTO,MARCA REPUESTO,MARCA AUTO,PRECIO
,40160-01A25,ROTULA SB-4512,NISSAN SENTRA B11 81-84,Q100.00,21,20 JOEL 1 MARTI,ROTULAS,KANSAI,NISSAN,
,40160-01G50,ROTULA INFERIOR SB-4672,"NISSAN D21 2WD 85->, D22 97-> corregir precio",Q255.00,10,14 JOEL 2 SAN JUAN,ROTULAS,KANSAI,NISSAN,
,40160-01G50 ®,ROTULA INFERIOR SB-4672,"NISSAN D21 2WD 85->, D22 97-> corregir precio",Q255.00,52,52 JOEL,ROTULAS,KANSAI,NISSAN,
,40160-0W025,ROTULA INFERIOR SB-4842,NISSAN PATHFINDER 96->,Q134.00,101,48 JOEL 2 SAN JUAN 1 PETAPA 50 MAYOREO,ROTULAS,KANSAI,NISSAN,
,40160-0W025 ®,ROTULA INFERIOR SB-4842,NISSAN PATHFINDER 96->,Q123.00,59,56 JOEL 2 DEISY,ROTULAS,KANSAI,NISSAN,
,43330-09295,ROTULA INFERIOR SB-3882,TOYOTA HILUX VIGO 4WD 2WD 04->,Q134.00,9,7 JOEL,ROTULAS,KANSAI,TOYOTA,
,43330-29345,ROTULA INFERIOR SB-3682,TOYOTA HIACE 95-03,Q147.00,2,,ROTULAS,KANSAI,TOYOTA,
,43330-29345 ®,ROTULA INFERIOR SB-3682,TOYOTA HIACE 95-03,Q122.00,466,107 JOEL 2 SAN JUAN 360 MAYOREO,ROTULAS,KANSAI,TOYOTA,
,43330-39165,ROTULA INFERIOR SB-2472 K9394,TOYOTA HILUX 2WD 79->,Q149.00,12,9 JOEL 4 SAN JUAN 4 CHIQUIMULA,ROTULAS,KANSAI,TOYOTA,
,43330-39265,ROTULA INFERIOR SB-2852 K9519,"TOYOTA 22R HILUX 4WD 89-95, 4RUNNER 4WD 89-95, T100 93-98",Q151.00,2,,ROTULAS,KANSAI,TOYOTA,
,43330-39415,ROTULA INFERIOR RH SB-3562R/3802R K90263,"TOYOTA HILUX 2WD 95->, 4RUNNER 96-02",Q449.00,4,5 JOEL,ROTULAS,KANSAI,TOYOTA,
,43330-39415 ®,ROTULA INFERIOR RH SB-3562R/3802R K90263,"TOYOTA HILUX 2WD 95->, 4RUNNER 96-02",Q459.00,4,4 JOEL,ROTULAS,KANSAI,TOYOTA,
,43340-19025,ROTULA IZQUIERDA SB-2942L K9740,"TOYOTA TERCEL 91-98, PASEO 91-94",Q126.00,8,6 JOEL 1 PETAPA 1 ZONA 9,ROTULAS,KANSAI,TOYOTA,
,43340-39325 ®,ROTULA INFERIOR LH SB-3562L/3802L K90262,"TOYOTA HILUX 2WD 95->, 4RUNNER 96-02",Q472.00,8,,ROTULAS,KANSAI,TOYOTA,
,43350-39035/390GMB,ROTULA SUPERIOR SB-2471 K9343,"TOYOTA PICK-UP 85-95, T100 93-98 2WD",Q164.00,1,1 JOEL,ROTULAS,KANSAI,TOYOTA,
,43350-39035,ROTULA SUPERIOR SB-2471,"TOYOTA HILUX 2WD RN5#,8# 84-95, T100 93-98",Q150.00,103,27 JOEL 2 SAN JUAN 70 MAYOREO,ROTULAS,KANSAI,TOYOTA,
,43350-39125,ROTULA SUPERIOR SB-3621,TOYOTA HILUX 97-05 2WD,Q163.00,78,77 JOEL 1 SAN JUAN,ROTULAS,KANSAI,TOYOTA,
,45700-60A00,ROTULA INFERIOR SB-7542 SZ-BJ-0608,"SUZUKI TRACKER 89-98, VITARA 88-> K9739",Q152.00,18,18 JOEL,ROTULAS,KANSAI,SUZUKI,
,45700-60A00GMB,ROTULA INFERIOR SB-7542 SZ-BJ-0608,"SUZUKI TRACKER 89-98, VITARA 88-> K9739",Q240.00,1,,ROTULAS,KANSAI,SUZUKI,
,51220-SM1-A02,ROTULA INFERIOR SB-6182 K9643 (16-18-42),"HONDA ACCORD 94-02, ODYSSEY 94-03",Q96.00,97,43 JOEL 2 SAN JUAN 2 ZONA9 50 MAYOREO,ROTULAS,KANSAI,HONDA,
,51220-SM1-A02 R),ROTULA INFERIOR SB-6182 K9643 (16-18-42),"HONDA ACCORD 94-02, ODYSSEY 94-03",Q81.00,58,,ROTULAS,KANSAI,HONDA,
,51220-SR3-023,ROTULA INFERIOR SB-6192,HONDA CIVIC 92-00 CR-V 97-01 ACURA INTEGRA 94-01,Q96.00,9,4 JOEL 1 SAN JUAN 4 PETAPA,ROTULAS,KANSAI,HONDA,
,51220-SR3-023 ®,ROTULA INFERIOR SB-6192,HONDA CIVIC 92-00 CR-V 97-01 ACURA INTEGRA 94-01,Q112.00,164,163 JOEL 1 SAN CRISTOBAL,ROTULAS,KANSAI,HONDA,
,8-94374-424-0,ROTULA SUPERIOR SB-5311,"ISUZU TROOPER UBS 91->, D-MAX 4WD",Q124.00,18,18 JOEL 4 SAN JUAN,ROTULAS,KANSAI,ISUZU,
,8-94452-102-1,ROTULA INFERIOR SB-5302,ISUZU FASTER 4WD 88-> D- MAX 2002 EN ADELANTE,Q220.00,14,8 JOEL 2 SAN JUAN 4 PETAPA,ROTULAS,KANSAI,ISUZU,
,8-94459-464-2,ROTULA INFERIOR SB-5282,ISUZU FASTER 2WD 88-> 4WD,Q172.00,11,9 JOEL 2 PETAPA,ROTULAS,KANSAI,ISUZU,
,MB176308,ROTULA INFERIOR SB-7252,"MITSUBISHI L200 L022G 80->, K34T 86->, MONTERO 82-90",Q211.00,37,37 JOEL,ROTULAS,KANSAI,MITSUBISHI,
,MB241818,ROTULA INFERIOR SB-7154,"MITSUBISHI L200 K04/14T 86-> K64 96->, L300 83->",Q136.00,5,3 JOEL,ROTULAS,KANSAI,MITSUBISHI,
,MB241818,ROTULA INFERIOR SB-7154,"MITSUBISHI L200 K04/14T 86-> K64 96->, L300 83->",Q121.00,6,,ROTULAS,KANSAI,MITSUBISHI,
,MB860829,ROTULA SUPERIOR SB-7721 MI-ES-0176,"MITSUBISHI MONTERO 90->, NATIVA 98->, K74T",Q120.00,12,11 JOEL 2 SAN JUAN 1 PETAPA,ROTULAS,KANSAI,MITSUBISHI,
,MR496792TS,ROTULA SUPERIOR SB-7841 MR496792TS MR496792P TO-BJ-7231,MITSUBISHI MONTERO 01-06 L200 TRITON 2005 EN ADELANTE,Q261.00,2,,ROTULAS,KANSAI,MITSUBISHI,
,MR496792,ROTULA SUPERIOR SB-7841 MR496792TS MR496792P TO-BJ-7231,MITSUBISHI MONTERO 01-06 L200 TRITON 2005 EN ADELANTE,Q124.00,1,1 JOEL,ROTULAS,KANSAI,MITSUBISHI,
,MR508130,ROTULA SUPERIOR TRASERA SB-7845,MITSUBISHI MONTERO 01-03,Q173.00,12,10 JOEL 1 SAN JUAN,ROTULAS,KANSAI,MITSUBISHI,
,40110-EB30AP,ROTULA SUPERIOR SB-N281,NISSAN PATHFINDER R51 05->,Q234.00,3,3 JOEL,ROTULAS,PANAMA,NISSAN,
,40160-CA010P,ROTULA SB-4942,"NISSAN MURANO 04->, QASHQAI 07-> X-TRAIL 07-08",Q187.00,2,2 ZONA 9,ROTULAS,PANAMA,NISSAN,
,43310-60050P,ROTULA SUPERIOR SB-3841,"TOYOTA 4RUNNER 03-05, PRADO 2004",Q105.00,2,2 JOEL,ROTULAS,PANAMA,TOYOTA,
,43350-39095P,ROTULA SUPERIOR SB-3551,TOYOTA COASTER 93->,Q311.00,6,6 JOEL,ROTULAS,PANAMA,TOYOTA,
,43350-39105P,ROTULA SUPERIOR DERECHA SB-3611R K90257,TOYOTA TACOMA 2WD 95-03 W/O PRERUNNER,Q163.00,2,1 SAN JUAN 1 MARTI,ROTULAS,PANAMA,TOYOTA,
,43360-39095P,ROTULA SUPERIOR IZQUIERDA SB-3611L K90256,TOYOTA TACOMA 2WD 95-03 W/O PRERUNNER,Q163.00,1,1 MARTI,ROTULAS,PANAMA,TOYOTA,
,8-97235-777-0P,ROTULA SUPERIOR SB-5361,ISUZU D-MAX 2WD 02-09,Q137.00,2,2 JOEL,ROTULAS,PANAMA,ISUZU,
,B01A-34-550AP,ROTULA SB-1572,"MAZDA 323 93-94, 323 1.3 DE AGENCIA 93-94, PROTEGE 93-98",Q96.00,16,13 JOEL 4 SAN JUAN 1 MARTI,ROTULAS,PANAMA,MAZDA,
,MB241818P,ROTULA INFERIOR SB-7154,"MITSUBISHI L200 K04/14T 86-> K64 96->, L300 83->",Q121.00,6, 1 JOEL 1 SAN JUAN 1 DEISY 2 ZONA9 4 LAS AMERICAS ,ROTULAS,PANAMA,MITSUBISHI,
,CA9618,ROTULA 96490218,CHEVROLET OPTRA 04->,Q160.00,5,3 JOEL 2 SAN JUAN,ROTULAS,TNK,CHEVROLET,
,HA562,ROTULA 5453024000 SB-8022,"HYUNDAI ELANTRA 01-06, EXCEL 94-06 DE PALETA",Q125.00,8,4 JOEL 2 SAN JUAN 2 PETAPA,ROTULAS,TNK,HYUNDAI,
,VA211,ROTULA 211405371A,VOLKSWAGEN COMBI 73-97,Q264.00,14,10 JOEL 2 SAN JUAN 2 PETAPA,ROTULAS,TNK,VOLKSWAGEN,
,MZA279,ROTULA SB-1542,"MAZDA B2600 92-05, B2500 99-07",Q310.00,1,1 JOEL,ROTULAS,TNK,MAZDA,
,43330-09295TW,ROTULA INFERIOR SB-3882,TOYOTA HILUX VIGO 4WD 2WD 04->,Q137.00,101,5 JOEL 2 SAN JUAN 2 MARTI 90 MAYOREO 4 ZONA 9,ROTULAS,555 TAIWAN,TOYOTA,
,43330-29155TW,ROTULA INFERIOR SB-2482,TOYOTA HI-ACE 82-87,Q183.00,20,21 JOEL 2 SAN JUAN,ROTULAS,555 TAIWAN,TOYOTA,
,43330-29565TW,ROTULA INFERIOR SB-3972,TOYOTA HIACE 04->,Q199.00,97,84 JOEL 2 PETAPA 1 MARTI 10 CHIQUIMULA,ROTULAS,555 TAIWAN,TOYOTA,
,43330-39195TW,ROTULA INFERIOR SB-2722 43330-39195k,"TOYOTA HILUX 4WD 86-89, 4 RUNNER 86-89",Q171.00,1,1 JOEL,ROTULAS,555 TAIWAN,TOYOTA,
,43330-39355TW,ROTULA INFERIOR DERECHA SB-3782R K90261,TOYOTA TACOMA RWD 95-04,Q376.00,9,6 JOEL 1 SAN JUAN 2 ZONA9,ROTULAS,555 TAIWAN,TOYOTA,
,43330-49025TW,ROTULA SB-2972/-2962 43330-49025TW / TO-BJ-0352 / SQCK9742 K90687,TOYOTA RAV4 SXA10G 94-> CELICA 90-93,Q217.00,18,17 JOEL 2 DEISY 1 ZONA9,ROTULAS,555 TAIWAN,TOYOTA,
,43340-39275TW,ROTULA INFERIOR IZQUIERDA SB-3782L K90260,TOYOTA TACOMA RWD 95-04,Q376.00,12,9 JOEL 2 SAN JUAN 1 MARTI,ROTULAS,555 TAIWAN,TOYOTA,
,G030-99-356TW,ROTULA SB-1392 G0360-99-356P 14M 43M,"MAZDA 626 83-92, MX6 88-92,MAZDA 3 MAZDA 5, MPV00->",Q102.00,62,24 JOEL 4 SAN JUAN 2 PETAPA 1PRADERA 60 MAYOREO,ROTULAS,555 TAIWAN,MAZDA,
,K80373TW,ROTULA SB-7232,MITSUBISHI LANCER 02-07,Q97.00,9,3 JOEL 2 SAN JUAN 2 DEISY 2 MARTI,ROTULAS,555 TAIWAN,MITSUBISHI,
,UR61-34-550TW,ROTULA INFERIOR SB-1732,MAZDA BT50 4WD 06->,Q171.00,30,28 JOEL 2 PETAPA 2 PRADERA,ROTULAS,555 TAIWAN,MAZDA,
,43330-29565K,ROTULA INFERIOR SB-3972,TOYOTA HI-ACE 04->,Q130.00,78,15 JOEL 2 MARTI 62 MAYOREO,ROTULAS,KENICHI,TOYOTA,
,43330-39367K,ROTULA INFERIOR DERECHA SB-3794R k90258,TOYOTA TACOMA 4WD 95-05,Q395.00,5,1 JOEL 1 SAN JUAN 1 MARTI 2 ZONA9,ROTULAS,KENICHI,TOYOTA,
,51220-S5A-003K,ROTULA SB-6242 (16-18-40) SEDAN,HONDA CIVIC 00->,Q78.00,13,6 JOEL 3 MARTI 1 DEISY 1 ZONA9,ROTULAS,KENICHI,HONDA,
,MB527349K,ROTULA SUPERIOR SB-7761 SB-7311 K9664,"MITSUBISHI L300 86-> H100 94->HYUNDAY GRACE 96-03, GETZ",Q114.00,32,28 JOEL 2 SAN JUAN 2 PETAPA 2 MARTI 4 LAS AMERICAS,ROTULAS,KENICHI,MITSUBISHI,
,UB39-99-356K,ROTULA INFERIOR SB-1522,"MAZDA B2000, B2200 80->",Q130.00,58,56 JOEL 2 MARTI,ROTULAS,KENICHI,MAZDA,
,K9643,ROTULA INFERIOR 51220-S84-A02 SB-6182 SOLUTION,HONDA ACCORD ODYSSEY 95-98,Q257.00,4,4 JOEL,ROTULAS,FEDERAL,HONDA,
,K5273,"RÓTULA, TSK5273 SOLUTION",CHEVROLET CAVALIER 95-96,Q228.00,2,2 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K5301,ROTULA TSK5301 SOLUTION,CHEVROLET LUMINA 90-01,Q330.00,4,4 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K5331,RÓTULA QUICK ESTEER,"CHEVROLET EQUINOX 95-05, VENTURE 97-04",Q412.00,2,2 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K5331,RÓTULA TS,"CHEVROLET EQUINOX 95-05, VENTURE 97-04",Q412.00,1,1 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6117,ROTULA INFERIOR MOOG,"CHEVROLET G10 71-95,G20 83-95",Q251.00,7,7 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6122,ROTULA SUPERIOR SOLUTION,CHEVROLET G30 73-96,Q173.00,3,3 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6291,"RÓTULA INFERIOR, SOLUTION",CHEVROLET ASTRO 4WD 90-04,Q433.00,12,12 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6344,RÓTULA SUPERIOR MOOG,CHEVROLET SUBURBAN C2500 89-00,Q451.00,4, 4 JOEL ,ROTULAS,FEDERAL,CHEVROLET,
,K6344,RÓTULA SUPERIOR TS,CHEVROLET SUBURBAN C2500 89-00,Q165.00,2,2 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6462,RÓTULA SUPERIOR MOOG,CHEVROLET CAMARO 93-02,Q560.00,2, 2 JOEL ,ROTULAS,FEDERAL,CHEVROLET,
,K6477,RÓTULA INFERIOR QUICK ESTEER,CHEVROLET SUBURBAN 2500 4WD 95-98,Q189.00,5, 5 JOEL ,ROTULAS,FEDERAL,CHEVROLET,
,K6527,RÓTULA TSK6527 SOLUTION,CHEVROLET CAVALIER 97-04,Q479.00,2,2 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6539,RÓTULA INFERIOR,CHEVROLET SILVERADO 1500 99-04,Q774.00,2,2 PRADERA,ROTULAS,FEDERAL,CHEVROLET,
,K6540,RÓTULA SUPERIOR QUICK ESTEER,CHEVROLET AVALANCHE 1500 02-04,Q222.00,1,1 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6693,RÓTULA INFERIOR ONE SOURCE,CHEVROLET AVALANCHE 2500 02-03,Q250.00,2,2 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6694,ROTULA SUPERIOR QUICK ESTEER,CHEVROLET SILVERADO 2500 99-00 2WD,Q564.00,4,4 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6695,ROTULA INFERIOR K6697,CHEVROLET SILVERADO 2500 99-00 2WD,Q563.00,2,2 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K6696,RÓTULA SUPERIOR QUICK ESTEER,"CHEVROLET SILVERADO 1500 01-07, 2500 99-09",Q280.00,3,3 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K80984,ROTULA SUPERIOR QUICK ESTEER,CHEVROLET COLORADO 04-08 TORSION BAR,Q338.00,3,2 JOEL 1 SAN JUAN,ROTULAS,FEDERAL,CHEVROLET,
,K80997,ROTULA INFERIOR QUICK ESTEER,CHEVROLET COLORADO 04-12,Q355.00,2,2 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K80997,ROTULA INFERIOR MOOG,CHEVROLET COLORADO 04-12,Q533.00,1,1 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K9389,ROTULA MOOG,CHEVROLET CORSA CHEVROLET SPECTRUM 85-88,Q408.00,1,1 JOEL,ROTULAS,FEDERAL,CHEVROLET,
,K500082,ROTULA INFERIOR MOOG,DODGE CARAVAN 08-11,Q991.00,4,4 JOEL,ROTULAS,FEDERAL,DODGE,
,K7205,ROTULA INFERIOR SOLUTION,DODGE RAM R2/3500 94-96 2WD,Q308.00,1,1 JOEL,ROTULAS,FEDERAL,DODGE,
,K7206,RÓTULA SUPERIOR SOLUTION,DODGE RAM 94-99,Q210.00,4,4 JOEL,ROTULAS,FEDERAL,DODGE,
,K7241,RÓTULA INFERIOR QUICK ESTEER,"DODGE DURANGO 98-99, DAKOTA 97-99",Q215.00,4,4 JOEL,ROTULAS,FEDERAL,DODGE,
,K7267,RÓTULA INFERIOR ONE SOURCE,DODGE DURANGO 4WD 97-99,Q438.00,2,2 JOEL,ROTULAS,FEDERAL,DODGE,
,K7269,RÓTULA INFERIOR SOLUTION,DODGE RAM 2/3500 97-99 2WD,Q142.00,2,2 JOEL,ROTULAS,FEDERAL,DODGE,
,K7271,ROTULA INFERIOR SOLUTION,DODGE RAM R1500 97-99 2WD,Q594.00,2,2 JOEL,ROTULAS,FEDERAL,DODGE,
,K7329,RÓTULA SOLUTION K7185,DODGE NEÓN 95-99,Q321.00,6,8 JOEL,ROTULAS,FEDERAL,DODGE,
,K7365,ROTULA INFERIOR ONE SOURCE,DODGE RAM 1500 2WD 00-01,Q758.00,1,1 JOEL,ROTULAS,FEDERAL,DODGE,
,K7369,ROTULA INFERIOR,DODGE RAM 2500/3500 IND SUSP. 00-02,Q249.00,2,2 SAN JUAN,ROTULAS,FEDERAL,DODGE,
,K7392,RÓTULA SUPERIOR QUICK ESTEER,DODGE DURANGO 00-03 DAKOTA 00-04,Q183.00,10,10 JOEL,ROTULAS,FEDERAL,DODGE,
,K7393,RÓTULA INFERIOR SOLUTION,DODGE DURANGO 00-03 DAKOTA 00-04,Q170.00,6,6 JOEL,ROTULAS,FEDERAL,DODGE,
,K7394,ROTULA SUPERIOR QUICK ESTEER,DODGE RAM 2500/3500 00-02 4WD,Q168.00,8,8 JOEL,ROTULAS,FEDERAL,DODGE,
,K7395,RÓTULA INFERIOR QUICK ESTEER,DODGE DURANGO 00-03 DAKOTA 00-04 4WD,Q411.00,2,2 JOEL,ROTULAS,FEDERAL,DODGE,
,K7397,ROTULA INFERIOR,DODGE RAM 2500/3500 00-02 4WD,Q573.00,2,2 SAN JUAN,ROTULAS,FEDERAL,DODGE,
,K7399,ROTULA OSK7399 MOOG,DODGE CARAVAN 01-07,Q490.00,2,2 JOEL,ROTULAS,FEDERAL,DODGE,
,K7399,ROTULA OSK7399 QUICK STEER,DODGE CARAVAN 01-07,Q235.00,1,1 JOEL,ROTULAS,FEDERAL,DODGE,
,K7399,ROTULA OSK7399 ONE SOURCE,DODGE CARAVAN 01-07,Q235.00,1,1 JOEL,ROTULAS,FEDERAL,DODGE,
,K7448,RÓTULA SUPERIOR SOLUTION,DODGE RAM 4WD 2/3500 03-08,Q295.00,1,1 JOEL,ROTULAS,FEDERAL,DODGE,
,K7465,ROTULA INFERIOR MOOG,DODGE RAM 2/3500 2WD 03-05,Q723.00,2,2 JOEL,ROTULAS,FEDERAL,DODGE,
,K7467,ROTULA INFERIOR QUICK ESTEER,DODGE RAM 2/3500 4WD 03-08,Q358.00,3,3 JOEL,ROTULAS,FEDERAL,DODGE,
,K80628,ROTULA SUPERIOR MOOG,DODGE RAM 1500 06,Q776.00,2,2 JOEL,ROTULAS,FEDERAL,DODGE,
,K80765,ROTULA INFERIOR QUICK ESTEER,DODGE DURANGO 04-09,Q381.00,4,4 JOEL,ROTULAS,FEDERAL,DODGE,
,K500008,ROTULA INFERIOR QUICK ESTEER,FORD F150 09-14,Q328.00,1,1 JOEL,ROTULAS,FEDERAL,FORD,
,K500014,ROTULA SUPERIOR MOOG,FORD EXPLORER 06-08,Q511.00,6,6 JOEL,ROTULAS,FEDERAL,FORD,
,K80026,ROTULA SUPERIOR SOLUTION K8388T,FORD F1/250 80-96 4WD,Q246.00,13,13 JOEL,ROTULAS,FEDERAL,FORD,
,K80026,ROTULA SUPERIOR SOLUTION K8388T,FORD F1/250 80-96 4WD,Q246.00,6,6 JOEL,ROTULAS,FEDERAL,FORD,
,K80027,RÓTULA INFERIOR SOLUTION,"FORD F250/350 SD 99-08, EXCURSION 00-02 2WD",Q243.00,2,2 JOEL,ROTULAS,FEDERAL,FORD,
,K80028,RÓTULA SUPERIOR QUICK ESTEER,"FORD F250/350 SD 99-08, EXCURSION 00-02",Q252.00,2,2 JOEL,ROTULAS,FEDERAL,FORD,
,K80067,RÓTULA QCK80067 QUICK ESTEER,FORD FOCUS 00-04,Q387.00,9,9 JOEL,ROTULAS,FEDERAL,FORD,
,K80107,ROTULA INFERIOR 15M 42.5M QUICK ESTEER,FORD ESCAPE 01-12; MAZDA TRIBUTE 001-11,Q252.00,6,2 JOEL 2 SAN JUAN 2 PRADERA,ROTULAS,FEDERAL,FORD,
,K80197,ROTULA INFERIOR K8609T QUICK ESTEER,"FORD E250 92-02,E350 92-98",Q317.00,2,2 JOEL,ROTULAS,FEDERAL,FORD,
,K80992,ROTULA MOOG,FORD FOCUS 05->,Q620.00,3,1 JOEL 2 SAN JUAN,ROTULAS,FEDERAL,FORD,
,K8435,ROTULA INFERIOR QUICK ESTEER,FORD F250 80-97 4WD,Q230.00,3,3 JOEL,ROTULAS,FEDERAL,FORD,
,K8478,RÓTULA SUPERIOR SOLUTION,FORD AEROSTAR AWD 90-97,Q232.00,1,1 JOEL,ROTULAS,FEDERAL,FORD,
,K8547,"RÓTULA INFERIOR, CAMBIO K8259 SOLUTION",FORD AEROSTAR AWD 90-97,Q308.00,9,9 JOEL,ROTULAS,FEDERAL,FORD,
,K8561,"RÓTULA INFERIOR K8413, K8673 MOOG","FORD RANGER 89-97 MAZDA B2300, B3000, B4000, 2WD 94-97",Q420.00,7,5 JOEL,ROTULAS,FEDERAL,FORD,
,K8738,RÓTULA SUPERIOR QUICK ESTEER,FORD RANGER 98-11 MAZDA B2300 B2500 01-09,Q182.00,2, 1 PETAPA 1 MART1 ,ROTULAS,FEDERAL,FORD,
,K8749,RÓTULA K8661,FORD MUSTANG 96-04,Q316.00,1,1 JAN JUAN,ROTULAS,FEDERAL,FORD,
,54530-02050,ROTULA TS,HYUNDAI ATOS 00-08,Q108.00,213,11 JOEL 2 SAN JUAN 150 MAYOREO,ROTULAS,FEDERAL,HYUNDAI,
,K500073,ROTULA INFERIOR MOOG,"HYUNDAI VERACRUZ 07-12, SEDONA 06-12",Q572.00,6,6 JOEL,ROTULAS,FEDERAL,HYUNDAI,
,K90375,RÓTULA INFERIOR MOOG,"HYUNDAI SANTA FE 01-12, SORENTO 11-13",,2,2 JOEL,ROTULAS,FEDERAL,HYUNDAI,
,K90375,RÓTULA INFERIOR QUICK ESTEER,"HYUNDAI SANTA FE 01-12, SORENTO 11-13",Q227.00,4,1 JOEL 1 SAN JUAN 2 PRADERA,ROTULAS,FEDERAL,HYUNDAI,
,QCK3185,ROTULA INFERIOR,"JEEP GRAND CHEROKEE 99-04, WRANGLER 07-12",Q209.00,2,2 SAN JUAN,ROTULAS,FEDERAL,JEEP,
,K500063,ROTULA INFERIOR QUICK ESTEER,"JEEP PATRIOT 07-14, COMPASS 07-10, DODGE CALIBER 07-12",Q383.00,15,11 JOEL 4 SAN JUAN,ROTULAS,FEDERAL,JEEP,
,K500190,ROTULA TRASERA MOOG,JEEP LIBERTY 02-07,Q788.00,2,1 JOEL 1 SAN JUAN,ROTULAS,FEDERAL,JEEP,
,K7429,RÓTULA SUPERIOR,JEEP GRAND CHEROKEE 2WD 99-04,"Q1,247.00",2,2 SAN JUAN,ROTULAS,FEDERAL,JEEP,
,K80629,ROTULA INFERIOR QUICK ESTEER,JEEP LIBERTY 08-12 GRAND CHEROKEE 02-10,Q630.00,1,1 JOEL,ROTULAS,FEDERAL,JEEP,
,K80767,ROTULA INFERIOR QUICK ESTEER,JEEP LIBERTY 06-07,Q328.00,4,2 JOEL 2 MARTI,ROTULAS,FEDERAL,JEEP,
,K500032,ROTULA MOOG 54570-3E001,KIA SORENTO 03-09,Q461.00,1,1 JOEL,ROTULAS,FEDERAL,KIA,
,K90384,RÓTULA INFERIOR 101-5147 MOOG,KIA SORENTO 03-09,Q333.00,4,4 JOEL,ROTULAS,FEDERAL,KIA,
,K500210,ROTULA SUPERIOR MOOG,MAZDA MIATA 90-97,Q320.00,2,2 JOEL,ROTULAS,FEDERAL,MAZDA,
,MR496792TS,ROTULA SUPERIOR SOLUTION SB-7841 MI-BJ-7231 MR496792 MR496792P,MITSUBISHI MONTERO 01-03,Q261.00,2,2 JOEL,ROTULAS,FEDERAL,MITSUBISHI,
,K80647,ROTULA INFERIOR SB-N282 QCK80647,NISSAN PATHFINDER 05->,Q545.00,1,1 SAN JUAN,ROTULAS,FEDERAL,NISSAN,
,K8647,ROTULA INFERIOR MOOG 40160-0B000,"NISSAN QUEST, MERCURY VILLAGER 93-02",Q406.00,3,3 JOEL,ROTULAS,FEDERAL,NISSAN,
,K9347,ROTULA INFERIOR QUICK ESTEER 40160-50W25 SB-4562,NISSAN D21 4WD 85->,Q219.00,6,2 JOEL 2 ZONA9,ROTULAS,FEDERAL,NISSAN,
,K80811,ROTULA SUPERIOR QUICK ESTEER QCK80811,TOYOTA TACOMA 05-17 4WD 2WD,Q381.00,1,1 JOEL,ROTULAS,FEDERAL,TOYOTA,
,K9141,ROTULA OSK9141 ONE SOURGE,"VOLVO 740, 745 85-92, 760 83-90, 780 87-91, 940 91-95, 960 92-97",Q190.00,2,2 JOEL,ROTULAS,FEDERAL,VOLVO,
,K9742,ROTULA SB-2962/SB-2972 QUICK ESTEER TO-BJ-0352 43330-19095k 43330-19095,TOYOTA COROLLA 92-95 GEO PRIZM 93-95 TERCEL91-98,Q332.00,12,12 JOEL,ROTULAS,FEDERAL,TOYOTA,
,K3198,MULETA SUPERIOR QUICK STEER,JEEP LIBERTY 2WD 4WD 02-07,Q556.00,1,1 MARTI,MULETAS,FEDERAL,JEEP,
,K3198,MULETA SUPERIOR SOLUTION,JEEP LIBERTY 2WD 4WD 02-07,Q556.00,2,2 JOEL,MULETAS,FEDERAL,JEEP,
,K80054,MULETA IZQUIERDA MOOG,FORD RANGER 2WD 98-05,"Q1,103.00",1,1 JOEL,MULETAS,FEDERAL,FORD,
,K8722,MULETA SUPERIOR IZQUIERDA MOOG," FORD F150 97-04, F250 97-99 4WD ","Q1,002.00",1,1 JOEL,MULETAS,FEDERAL,FORD,
,K8722,MULETA SUPERIOR IZQUIERDA QUICK STEER," FORD F150 97-04, F250 97-99 4WD ",Q536.00,1,1 JOEL,MULETAS,FEDERAL,FORD,
,K8726,MULETA SUPERIOR IZQUIERDA QUICK STEER,"FORD F150 97-04, F250 97-99 2WD",Q801.00,1,1 JOEL,MULETAS,FEDERAL,FORD,
,K660012,MULETA TRASERA MOOG,FORD FOCUS 00-17 volvo S40 04-11 V50 05- C30-70 06-13,Q752.00,2, 2 JOEL ,MULETAS,FEDERAL,FORD,
,K620062,MULETA DELANTERA IZQUIERDA MOOG,TOYOTA 4RUNNER 03-07,Q800.00,1,,MULETAS,FEDERAL,TOYOTA,
